word,Lg10WF,AoA,Prevalence,SemD,Conc.M
soliloquy,1.2041,,,0.87,2.72
soloist,1.0414,,,0.59,3.92
soph,1.1761,,,,
sopranos,1.1761,10.82855,2.07,,
sory,1.6812,,,,
soundproofed,1.0414,,,,
southeastern,1,9.58,2.17,,3.52
southerner,1.0792,9.68,2.18,,3.67
sowing,1.0414,8.97035,1.74,0.96,4
spackle,1,,,,4.41
spangled,1.1139,9.11,1.92,1.41,2.6
spareribs,1.3617,,,,4.76
spattered,1.0414,9.59689697,1.43,1.51,
specifies,1,9.77594,2.23,1.56,
specious,1.0792,,,1.86,
spectacularly,1.0414,,,1.99,2.1
spector,1.0792,,,,
speeded,1,6.195151875,2.34,2,
spelunking,1.0792,,,,
spermicide,1.3617,,,,
spherical,1,12.17,1.92,1.12,3.83
spicing,1,,,,3.38
spindle,1.3424,10.72,2.43,1.23,4.92
splurged,1,,,,
spoiler,1.0792,10.3,2.3,,2.93
sponged,1.0414,5.36093125,1.65,,3.71
spreadsheets,1.0792,,,0.68,
sprinting,1,,,1.14,
spruced,1.0414,,,,
squatter,1.1139,11.39,2.03,,3.67
squelch,1.1139,,,,2.92
staffed,1,8.65274879,2.11,1.76,2.58
stampeding,1,,,,
stapling,1,,,,3.61
starchy,1.0792,10.67,1.95,,3.23
starlets,1,,,,
stenographers,1.0792,,,,
stepsisters,1.0792,,,,
stiffens,1.0414,9.589565,1.87,,
stipulation,1,13.79,2.06,1.68,2.33
stockpiling,1.0414,10.89,2.26,,
stocky,1,10.15,2.18,1.63,3.43
stomps,1,,,,
stoppage,1.1139,,,1.36,2.92
strata,1.0792,,,1.28,
streetlights,1,,,,
strenuously,1,,,2.06,2
striations,1.0792,,,,
strikeout,1.3222,,,,3.83
strom,1.301,,,,
studded,1,9.894540323,2.33,1.72,
subsidies,1.1139,12.44,1.71,1.47,
subtler,1,,,1.76,
subversion,1,14.31,1.92,1.47,2.15
succubus,1.5798,,,,
suckle,1,9.61,2.07,,3.96
sudanese,1.2041,,,0.92,
suddenness,1,9.4,1.83,1.58,2.15
sugarplum,1.1761,,,,4.59
summa,1,,,,
sunbathe,1.0414,8.08135,2.15,,3.72
sunshiny,1.0792,,,,3.07
supercharged,1,,,,2.3
supercomputer,1.1461,,,0.78,4
superglue,1.0792,,,,4.89
supermodels,1.0414,,,,
superstructure,1.1761,13.12,1.75,1.15,3.72
surfboards,1.1761,,,,
surmised,1.0414,,,1.84,1.84
surrealism,1.1761,13.94,1.88,0.87,2.27
surveyors,1.0792,,,1.32,
svengali,1.2553,,,,
swagger,1.1139,12,2.13,1.46,2.69
swampy,1.0414,7.84,1.83,,3.71
swatter,1.0792,11.43,1.32,,4.04
swatting,1,,,,
sweetbreads,1.1139,,,,
swirly,1.1761,,,,2.52
swishing,1.1139,,,,3.6
synchronise,1.0414,,,,
tactically,1,,,1.64,2
tahitian,1.1761,,,,
tailoring,1.2041,,,1.63,3.71
talismans,1.2304,,,,
talkers,1.0414,,,,
taper,1,11.04445,2.07,1.51,3.56
tatoo,1.1761,,,,
taxicabs,1,,,,
teardrop,1.1761,6.06,2.19,,4.56
teed,1,,,,
tensed,1.0414,9.14855,2.24,1.19,
tentatively,1,,,1.85,1.79
tequilas,1,,,,
termed,1.0792,8.185484946,2.44,2.01,
terre,1.1761,,,,
terrifically,1.0792,,,,1.96
theologian,1.1761,13.78605,1.48,0.8,3.76
thermonuclear,1.1461,,,0.64,2.67
thinnest,1,,,,
threaded,1.0414,6.536611494,2.33,1.62,3.76
thrived,1,9.805740208,2.07,1.89,
throbs,1.0792,,,,
thuds,1,,,,
thumbtack,1,7.17,1.53,,4.96
tiaras,1.0792,,,,
tiddly,1.0792,,,,
tigger,1.9542,,,,
tinkles,1.7482,,,,
tizzy,1,,,,
toggle,1.2041,,,1.02,3.48
toiling,1.0792,,,1.8,2.46
toons,1.4472,,,,
toppling,1.1461,8.765484848,1.89,1.7,
tortellini,1.0414,,,,4.89
touchstone,1.0414,14.5,1.75,1.89,2.64
transcended,1,13.95,2.01,1.67,
transected,1.0414,,,,
transients,1.1461,14.3,1.78,,
transitions,1.0414,10.39,2.44,1.28,
transitory,1.1139,14.87,1.67,1.91,1.64
traumatize,1.0414,,,,2.2
traversing,1.0792,,,1.29,3.23
treasonous,1,,,,1.46
treasons,1.0414,,,,
triathlon,1.3617,,,,3.26
triborough,1.0792,,,,
triton,1.6435,,,,
tromping,1.0414,,,,
trots,1.0414,,,,
truthfulness,1,7.586465,2.16,,1.81
tudor,1.2553,,,,
tugged,1.0414,5.354242188,2.34,1.3,
tugs,1.1761,,,1.46,
tumours,1.1761,,,0.84,
tuner,1,8.74,2.06,0.67,3.73
tunis,1.2041,,,,
tunney,1.4472,,,,
tupelo,1.1139,,,,
turnabout,1.0414,13.89,1.71,,2.79
turndown,1,,,,
tutelage,1.0414,,,1.75,
tutus,1.1139,,,,
twiddle,1.2041,9.62,1.62,,2.96
twiggy,1,,,,3.31
tycoons,1.0414,,,,
ultrasonic,1.1139,14.74,2.12,1.19,2.83
umpteenth,1,,,1.76,
unabated,1,,,1.78,1.85
unchain,1,,,,3.27
uncomfortably,1,,,1.71,2.52
undercooked,1,,,,4.38
undercutting,1,,,,2.08
underdressed,1.0414,,,,2.76
underfunded,1,,,1.5,2.24
undeserving,1,,,,1.83
undigested,1,10.67,2.24,,2.97
unemployable,1,12.22,2.07,,1.89
unendurable,1,12.78,1.35,,1.85
unequivocal,1,14.88,2.01,2,2.04
unfailing,1,11.59,1.91,1.7,2.43
unfastened,1.0414,7.95,2.12,1.17,3.36
unhelpful,1,,,1.86,1.54
unhooked,1.0414,,,,3.33
unifying,1,11.74,1.98,1.75,1.96
uninspiring,1.0414,,,2,1.6
unintended,1.0414,11.16,2.26,1.83,1.9
unlawfully,1,,,1.35,1.76
unmanageable,1,11.06,2.04,1.95,2.28
unpretentious,1,14.05,1.78,1.48,1.76
unproductive,1.1761,10.5,2.09,1.71,2.32
unpublished,1.1139,12.05,2.25,1.62,2.72
unquenchable,1.1139,,,,2.34
unravels,1,,,,
unreasonably,1,,,1.45,1.6
unreported,1,,,1.35,2.07
unrestricted,1.0792,11.62,2.24,1.99,2.04
unreturned,1.0792,,,,2.71
unsecured,1,,,0.99,2.83
untenable,1.0414,,,1.94,
untying,1,,,,2.97
unzips,1,,,,
upholstered,1,,,1.23,3.79
uplinked,1,,,,
uprooting,1,,,,
upswing,1,12.88,1.67,,2.97
urchins,1.0792,,,1.09,
urinalysis,1.1139,,,,3.12
ussr,1.2304,,,1.11,
usurp,1,,,1.64,2.32
utensil,1.1139,7.67,2.15,,4.56
vaccinations,1,,,,
vapour,1.0792,,,1.32,
variant,1,11.68,2.31,1.74,2.1
vaulting,1.0792,,,0.76,3.54
venturing,1,,,1.87,
verging,1,,,1.92,
veritas,1.1139,,,,
verve,1.1139,,,1.38,
vibrators,1.0792,,,,
viceroy,1.3617,16.2,1.14,1.09,3.32
victimize,1,12,2.22,,2.45
vigour,1.0414,,,1.96,
villager,1.0414,8.26,2.16,1.35,4.24
villas,1.1139,,,1.33,
violators,1.0414,,,,
visceral,1,15.45,1.57,1.2,2.36
visors,1,,,,
vitreous,1,,,,
volga,1.2041,,,,
volt,1,10.58006452,1.91,1.17,3.43
wac,1.1139,,,,
wafting,1,,,1.53,
waistband,1.0414,9.5,2.43,1.25,4.79
wasnt,1.0414,,,,
waterman,1.4314,,,1.29,
wattage,1,,,,3.03
wb,1.1461,,,,
wealthier,1,,,1.53,
weirdoes,1.0414,,,,
wellness,1.3424,,,,2
welsher,1,,,,
westerner,1.0414,9.17,1.95,,3.27
whammo,1.0792,,,,
wheelhouse,1.0414,,,,4.56
wheelman,1.0414,,,,3.62
whereof,1.0414,,,,1.32
whiskeys,1.1139,,,,
whist,1.0792,,,,
whiting,1.5051,,,1.31,
whizz,1.0792,,,1.81,
wholesaler,1,,,1.21,3.86
whop,1.0414,,,,
whorehouses,1.0414,,,,
wildness,1.1139,8.47,1.59,1.47,2.39
wince,1.1139,9.774179688,1.84,1.5,4.15
wistful,1,11.53,1.67,1.61,2.07
womankind,1,11.62,1.81,,3.39
woodsy,1.1461,,,,3.08
worsened,1,8.535255,1.71,1.86,
wowed,1,,,,
wristband,1,8,2.26,,4.79
writhe,1,,,,2.77
wry,1.0414,,,1.27,1.59
yardarm,1.0414,,,,
yesteryear,1,,,1.82,1.89
yodeling,1.1461,,,,
yucca,1.1761,,,,
za,1.2304,,,,
zany,1.0414,,,1.43,1.58
zanzibar,1.3802,,,,
zapping,1.0414,,,,
zephyr,1.7076,,,,
zirconia,1.1139,,,,
zoomed,1,,,1.53,
abba,1,,,,
abbreviation,1.1139,9.11,2.35,1.49,3.07
abbreviations,1.0414,9.11,2.35,1.37,
abductors,1.0792,,,,
abducts,0.9542,,,,
aberrations,0.9542,,,,
abetted,0.9542,,,1.96,
abolition,1.0414,13.28,2,1.69,2.43
abominably,0.9542,,,,2.14
aborigines,1,,,1.27,
abouts,0.9542,,,,
absentia,1,,,,
absorbent,0.9542,10.32,2.33,1.41,3.1
abstaining,0.9542,12.031455,1.88,1.49,
acc,0.9542,,,,
acclimate,0.9542,14.24,1.42,,1.79
acclimated,1.0414,,,,
accompanist,1.0414,12.78,1.29,,
accompli,0.9542,,,,
accusers,0.9542,,,,
acidity,1.0414,12.4719,2.19,1.04,3.4
acquires,0.9542,10.05048485,2.18,1.67,
actuarial,1,,,1.01,2.33
additive,1.0792,12.28,2.23,1.57,3.56
additives,1.0414,12.28,2.23,1.2,
ade,1.2041,,,,
adonai,1.2553,,,,
adorn,0.9542,11.65,1.73,1.8,2.38
adriatic,0.9542,,,,
adversarial,1.1139,,,1.44,1.62
aerobic,1,10.24,2.12,1.03,3.14
aff,0.9542,,,,
afflictions,0.9542,11.04841,2.33,,
affording,0.9542,8.61789899,2.42,2.02,
afghans,1.0414,,,,
aggravates,1,8.32,2.02,,
agitators,1.1461,,,1.41,
agoraphobic,1,,,,2.5
agrarian,0.9542,,,1.11,
ahi,1.2041,,,,
airbags,0.9542,,,,
airbrushed,0.9542,,,,
alkaloid,0.9542,,,,3.38
alky,1.3424,,,,
allegheny,1,,,,
allegiances,1,8.42,2.44,1.61,
alleyways,0.9542,8.11,1.55,1.25,
allocate,0.9542,13.78,2.24,1.69,2.38
allude,1.0414,,,,1.81
alpaca,1.0414,,,,4.81
alternates,1,,,,
altruism,1.0792,,,1.42,1.5
amassing,0.9542,,,1.95,
ambiance,0.9542,14.78,1.88,,2.31
amex,1,,,,
amplification,0.9542,11.4,2.43,1.17,2.93
amplifies,0.9542,,,,
anabolic,0.9542,,,,
anda,1,,,,
angler,1.301,,,0.53,4.14
anoint,1.0414,,,,2.84
anon,1.3222,,,1.44,
answerable,1,9.35,1.97,1.68,1.93
anticlimactic,1.0414,,,,2
antihistamines,1.0414,,,,
antipasto,0.9542,,,,3.96
aplomb,0.9542,,,1.53,
apoplexy,1,,,,
appalachia,1.0414,,,,
appeased,1,11.78,2.06,,
appellation,0.9542,,,1.27,
appendages,0.9542,11.58,2,0.98,
appraise,1.0414,14.52,2.19,1.91,1.73
aquamarine,1.3802,10.45726,2.32,,4.43
arabians,1.0414,,,,
archeologists,0.9542,,,,
arcs,1,9.376096774,2.01,1.32,
argosy,1.1461,,,,
arias,0.9542,,,0.77,
armbands,0.9542,,,,
armoire,0.9542,,,,4.52
armoury,0.9542,,,1.83,
artful,1,9.56,1.9,1.79,2.42
ashy,1,8.61,1.34,,3.32
asperger,1.3979,,,,
aspersions,1,,,,
asphyxiate,0.9542,,,,3.74
aspired,0.9542,11.31907273,2.16,1.63,
associative,1.1461,,,0.79,1.93
attractiveness,1,,,1.67,2.14
audubon,1.1139,,,,
avatar,1.1761,,,,3.21
awacs,1,,,,
awarding,1,7.077186061,2.23,1.5,
ayatollah,1.1461,,,,
azimuth,1.2041,,,,
babbles,0.9542,,,,
bacchus,1.0414,,,,
backstairs,1.0414,9.17,1.24,,4.33
backtracking,1,,,,
badlands,1.1139,,,,3.05
baldheaded,1.1139,,,,
balinese,0.9542,,,,
balsamic,0.9542,,,,3.54
banality,1.0414,,,1.55,
bandidos,1.1139,,,,
bankbook,0.9542,11.47,0.83,,4.81
banknotes,1.0792,,,1.44,
bankrolling,1,,,,
bankrupted,0.9542,,,,
banquets,0.9542,8.972345455,2.25,1.41,
barbell,1.2788,11.17,1.4,,4.79
barrack,1.2788,,,1.19,4.78
barracudas,1.1461,,,,
baubles,0.9542,,,,
bawdy,1,,,1.5,
beatniks,0.9542,,,,
beauts,0.9542,,,,
bedbug,1.2041,6.78,2.03,,4.54
bedroll,0.9542,,,,4.4
beech,1.2788,,,1.36,3.96
beekeeper,1,,,,4.67
beeline,0.9542,,,,3.08
befuddled,0.9542,,,,2.29
beguine,1.1461,,,,
behead,1,11.74,1.99,,4.24
belive,1.0792,,,,
bequest,1.0414,,,1.25,
berated,0.9542,,,,
besiege,1.1761,,,,2.46
betrayals,1,,,,
bettor,1.4314,,,,
bey,1.4314,,,0.74,
bianco,1.6628,,,,
bigots,1.0414,12.01490303,1.82,,
bijou,1.9731,,,,
billionaires,1,,,,
bindings,1.0414,,,1.25,
biologists,0.9542,11.07565,2.43,1.07,
bl,1.1461,,,,
blackball,0.9542,10.87,1.33,,3.12
blackberries,1.1139,,,1.26,
bladders,0.9542,,,1.19,
blanked,1.1461,,,1.48,2.21
blanking,0.9542,,,,2.12
blinkers,1.1139,8.89,1.94,,
blizzards,1,7.472993939,2.43,,
blockhouse,1.0792,10.58,0.81,,
bloodcurdling,0.9542,12.74,1.8,,1.97
bloomed,1.0414,7.297297849,2.58,1.31,
blooper,1.1139,,,,3.29
blotch,1.0414,9.684742188,1.79,,3.86
blume,1.7634,,,,
blurring,1,,,1.78,
bobbed,1,,,1.38,3.32
bocce,1.0414,,,,
bodes,1.0414,,,,
bodybuilding,1.2304,10.56,1.94,,3.93
bolsheviks,1.0792,,,0.58,
bolting,0.9542,7.61054375,1.8,1.32,3.18
bombard,1.1139,11.95,1.83,,3
bonaventure,1.2788,,,,
bootlegged,0.9542,,,,
boozy,0.9542,,,,2.46
boulevards,0.9542,,,1.16,
bounded,1,8.705592708,2.04,1.8,2.83
bounder,0.9542,,,,
bourgeoisie,1.2041,,,0.9,2.42
bower,1.1461,,,1.64,4.08
boxcars,0.9542,8.5,1.82,,
bps,0.9542,,,,
brainpower,0.9542,,,,1.56
braving,0.9542,5.57484023,1.47,,2.12
brawls,1,,,,
breadbasket,1.0414,8.61,1.68,,4
breastfeed,1,10.74,2.04,,4.04
brevity,1.0792,,,1.76,2.23
brigand,1,,,,
brightens,1,7.00072,2.35,,
bringeth,1,,,,
brisbane,1.699,,,,
broadsword,1.3617,13.21,1.03,,
brrr,1.3424,,,,
budgeted,0.9542,10.0040899,2.43,1.29,
budging,0.9542,,,,
bughouse,1.0792,,,,3.88
bullocks,1.0792,,,1.24,
bullring,1.1461,,,,4.68
bumble,1.1139,7.55285,1.95,1.29,2.44
bunghole,1.5315,,,,3.96
buoys,1.0414,,,,
burberry,1,,,,
burglarized,1.0414,,,,
bushwhack,1.0414,12.21,1.31,,
butternut,0.9542,10.47,1.95,,4.6
caballero,1.3424,,,,
cachet,1,15.12,1.06,,
calamine,1.0414,,,,
calfskin,1.0414,12.67,1.2,,4.53
californian,0.9542,,,1.69,
calliope,1.1761,,,,
callisto,1.7709,,,,
calloused,0.9542,,,,
cameroon,1.0792,,,1.05,
campaigner,0.9542,,,1.72,3.52
campground,1,7.83,1.76,,4.7
canc,1.1461,,,,
cannonballs,1,,,,
cannula,1.0792,,,,
canons,1.301,9.323309091,1.76,1.26,
cantaloupes,1.1139,,,,
capacitor,1.1761,,,0.37,3.96
capillary,1.1139,13.17,1.98,1.1,4.29
capitalistic,1.2041,14.42,1.65,,1.72
capsize,1.0792,10.24,2.13,,3.57
captivating,0.9542,10.68,2.19,1.61,1.75
caraway,1,,,,
carbons,0.9542,11.33425051,2.33,,
carlin,1.5441,,,,
carney,1.5051,,,,
carousing,0.9542,,,,2.29
carvel,1.1461,,,,
carves,0.9542,,,,
carwash,0.9542,,,,4.52
cassock,1.2041,,,,
castilian,1,,,,
castillo,1.5441,,,,
catapulted,0.9542,,,1.81,
catatonia,0.9542,,,,
categorize,0.9542,9.47,2.58,1.75,2.6
catheters,0.9542,,,,
catlike,1.1761,9.42,1.42,,2.37
causation,1,13.89,1.2,1.14,1.81
cav,1.2553,,,,
cavaliers,1.0414,,,,
ceaseless,0.9542,12.11,1.77,1.73,1.84
censured,1.0414,13,1.3,1.86,
centauri,1.3802,,,,
centaurs,1,,,,
centering,1.0414,6.140818182,2.25,,2.92
certifiably,0.9542,,,,2
cessation,1.0414,,,1.88,
chairmanship,1.0792,12.21,1.54,1.59,2.58
chairwoman,1.0414,12.95,2.12,1.39,4.41
chakras,1.2041,,,,
chancy,1.0414,,,,
chaplains,1,12.1058,1.6,1.14,
chapstick,1.0792,,,,
chaw,1.0414,,,,
cherchez,1.0414,,,,
chesty,1.1761,,,,3.36
chevron,1.2304,,,1.37,4.27
childhoods,0.9542,,,,
chiropractic,1,,,,2.96
chirps,1,,,,
chocks,1.0414,,,,
choco,1.6021,,,,
chromic,1,,,,
chronology,1.0414,12.58195,2.04,1.32,2.29
chrysanthemums,1.0414,,,0.97,
chutzpah,0.9542,,,,
cissy,1.2788,,,,
cistern,1.0792,,,0.77,
civilize,0.9542,10.06,1.87,,1.9
clamouring,0.9542,,,1.87,
clamping,1,10.09634677,2.43,1.45,
clashes,0.9542,8.8772,2.16,1.56,
clearinghouse,0.9542,12.5,1.07,,3.23
climates,0.9542,8.487576768,2.45,1.32,
climaxes,0.9542,10.64488788,2.27,,
clothespin,1.2041,,,,4.41
cloudless,0.9542,7.6,1.97,1.36,3.52
clovers,1.4314,,,,
clumsily,0.9542,,,1.59,2.3
coastguard,1.1461,9.39,1.65,1.18,4.45
coaxing,0.9542,11.23048387,1.74,1.63,2.5
cobblestone,0.9542,10.5,2.15,,4.79
cobweb,1.0414,7.5,2.03,1.58,4.92
codependent,0.9542,,,,2
coherence,1,11.6,1.96,1.55,2.62
coincident,1.0414,11.17,1.26,1.59,1.92
collared,0.9542,,,1.5,3.7
collin,1.3617,,,,
coloration,1.0414,11.18,1.44,1,2.59
combust,0.9542,,,,3.52
commensurate,0.9542,,,1.92,2.04
commercialism,1,13.95,2.12,1.35,2.07
compatriots,1,,,1.74,
competes,0.9542,,,1.71,
compliant,0.9542,11.94,2.58,0.85,2.28
compulsively,0.9542,,,,2.18
computations,1.0414,12.18,1.89,1.2,
comradeship,0.9542,,,1.58,2.2
concave,1,11.5,1.92,1.53,3.53
conceals,1,10.2123202,2.33,2.01,
concentrates,0.9542,8.272325,2.34,1.96,
concurs,0.9542,,,,
condoned,1,12.1358,2.07,1.6,
confab,0.9542,,,,
confederation,1.1761,10.88,2.11,1.54,2.86
conferencing,0.9542,,,0.97,2.8
confers,0.9542,,,1.72,
conglomerates,1,,,1.22,
conners,1.5798,,,,
consecutively,0.9542,,,1.86,2.78
consign,1.0414,13.28,1.51,2.07,2
consonant,1.0414,8.82,1.61,0.9,3.21
constrictor,1.1139,,,,3.93
contentious,1,12.94,1.8,1.94,1.78
convenes,0.9542,,,,
conversely,0.9542,,,1.95,1.7
copulation,0.9542,,,1.04,3.28
cornstarch,1,9.47,1.88,,4.56
corollary,1,,,1.78,
coronado,1.5682,,,,
corrosion,1.0414,9.47,1.98,1.17,4.26
cortisone,1.4771,,,,3.65
cosmonaut,0.9542,,,,4.46
cossacks,1.1761,,,0.8,
costal,0.9542,,,,
coulter,1.2304,,,1.36,
countermand,1,,,,
courant,1.1139,,,,
coventry,1.5051,,,1.49,
coveralls,1,,,,4.73
cowbell,1.0414,7.42,2.32,,4.8
cozier,0.9542,,,,2.38
crabbing,1,,,,3
cradling,0.9542,,,1.51,3.9
creeds,0.9542,9.881506237,2.17,1.08,
creeks,1,6.966856989,2.44,,
creeper,1.5798,9.83695,2.43,1.24,3.48
criminalize,0.9542,,,,2.21
cringing,1.0414,,,1.59,2.82
crinkle,1.0414,8.5,1.86,,3.7
crochet,0.9542,8.652785,1.87,0.91,4.65
crocked,1.0792,10.05980968,1.84,,
crooning,1,12.868825,1.41,,3.12
crossroad,1,8.5,2.11,,4.41
cruller,1.0414,,,,
crumple,0.9542,7.71,1.7,,3.88
crusted,1.0414,,,1.36,3.56
cryogenics,1,,,,3.7
cubits,1.2304,,,,
cuckoos,1.0414,,,0.93,
cued,0.9542,,,,
cummerbund,0.9542,,,,4.04
cunnilingus,1.0792,,,,3.7
curiosities,1.0792,,,1.57,
cussed,0.9542,,,,3.31
cuticles,0.9542,,,,
cutouts,0.9542,6.94,1.54,,
cylindrical,0.9542,,,1.57,3.54
dahlia,1.4624,,,,
dali,1.0414,,,,
dalmatians,1.0414,,,,
damocles,1.2788,,,,
dasher,1.5051,,,,
dashes,1.0414,6.954733441,2.33,1.73,
dater,1,,,,
deactivation,1.0792,11.56,2.03,,3.35
deaden,0.9542,,,,2.41
deadest,0.9542,,,,
debasement,0.9542,,,,
debug,1.0414,13.17,1.97,,2.66
debussy,1.1461,,,,
decaffeinated,0.9542,,,,2.78
decanter,1.0792,,,1.34,
deepening,1.0792,8.92583,2.45,1.92,2.3
deepens,0.9542,,,1.72,
defibrillate,0.9542,,,,2.93
deficits,0.9542,12.89,2.13,1.24,
deflated,0.9542,,,1.8,
deflecting,0.9542,,,,
defrocked,1.1461,,,,
defrosting,0.9542,,,,
deftly,0.9542,,,1.63,1.96
delving,0.9542,,,1.92,
denotes,0.9542,11.09314,1.96,1.35,
denser,1,,,1.29,
derision,0.9542,,,1.67,
destabilize,0.9542,,,,2.04
detachable,1,9.94,2.26,1.35,3.04
detainees,1.1461,,,0.99,
detritus,0.9542,,,1.27,
deuteronomy,1.0414,,,,
deutschland,1.1139,,,,
devalued,0.9542,,,1.43,
devastatingly,1,,,1.59,1.71
dewdrops,1,8.68,1.49,,
diastolic,1,,,,
dickering,0.9542,,,,
diesels,1.0792,,,0.64,
diffused,1.1139,11.51490303,2.25,1.81,2.54
dilapidated,0.9542,,,1.68,2.72
dimming,1.1461,,,,
dinged,1,,,,
dinks,1.0414,,,,
directories,1,,,1.33,
dirge,1,,,,
discordant,1.2304,,,1.89,2.32
discotheque,1.0414,,,,
discourages,0.9542,,,1.86,
discriminatory,0.9542,12.68,2.32,1.42,1.75
discus,1.1139,,,0.84,
dishonorably,1,,,,1.44
dishonourable,1,,,,
dishpan,0.9542,,,,4.44
dishy,1,,,,
disinherited,1,,,,
disjointed,0.9542,11.72,2.34,1.82,2.48
disliking,1,5.992905,1.64,1.59,2.14
dislocate,1.0414,10.95,2.34,,2.85
dispensable,1,11.89,2.27,,2.28
dispossessed,1.0414,,,1.77,
disqualifying,0.9542,,,,
disreputable,0.9542,13.95,1.57,1.84,2
dit,1.0792,,,,
divider,0.9542,9.72,2.34,0.84,3.9
doff,0.9542,,,,
dollies,1.0414,,,,
domains,1,11.22362424,2.43,1.22,
dona,1.0792,,,,
doodads,1,,,,
doper,0.9542,,,,
doppelganger,1.2788,,,,3.92
dosages,1,9.631315152,1.92,,
doubloons,1.0414,,,,
downgraded,0.9542,11.61,2.06,1.86,
downsize,0.9542,,,,2.68
downstate,1.3802,,,,
downwards,0.9542,,,1.76,
dropper,1.3222,8.56,1.56,,3.79
drudge,1,10.65,1.62,,2.44
druid,1.2553,,,,
dummkopf,1.0792,,,,
dunderhead,1,,,,
dungarees,1.0414,,,1.32,
dunks,0.9542,,,,
dura,0.9542,,,,
durn,0.9542,,,,
dusters,1.1461,,,,
earmarks,0.9542,,,,
earwax,1,6.39,2.07,,4.87
easterners,0.9542,,,,
ebenezer,1.8513,,,,
ecclesiastical,1.0792,,,1.06,
echinacea,1.1139,,,,
eclipsed,1,10.26638182,2.58,1.98,
ectoplasmic,1,,,,
eczema,1,,,0.91,4.23
edicts,0.9542,,,,
educators,1.0414,9.6009,2.25,1.13,
eek,1.0414,,,,
een,1.0414,,,,
egotism,0.9542,12.9599,1.63,,1.9
ejecting,1.1461,,,,
eldorado,1.1461,,,,
electrocuting,1,,,,
emasculate,0.9542,,,,2.37
embarrassingly,0.9542,,,1.9,2.08
emeritus,0.9542,,,1.2,
emigrating,1.0414,11.79,1.7,,
empirically,0.9542,,,1.32,1.67
enchantress,1.4771,12.3,1.71,,2.84
encrypt,1.0792,,,,2.72
encyclopaedia,0.9542,,,,
enfold,1.2041,,,,
enquiry,1,,,1.81,2.77
enshrined,0.9542,,,1.84,
entendre,1.0414,,,,
entrap,1,11.11,1.8,,2.56
entryway,0.9542,,,,4.43
envoys,1.0414,12.16131515,1.61,1.03,
ephemeral,1.0414,,,1.8,
equalize,1.0414,10.06,2.32,,2.04
eradicating,0.9542,,,1.37,
eroticism,0.9542,14.62,1.94,1.12,2.52
esophageal,1,,,,3.6
etch,1.0414,,,,4.04
etchings,1.0414,,,0.86,
evolves,0.9542,10.49623657,2.24,1.62,
exacted,1,8.114165,2.58,1.51,
exasperated,0.9542,12.83,2.07,1.7,2.1
excise,0.9542,,,1.27,2.48
exiles,1.0792,11.10631515,2.33,1.64,
exonerating,0.9542,,,,
exoskeleton,1.1461,,,,4.9
exterminating,1,,,,
eyeteeth,0.9542,,,,
faithfulness,1.0414,,,1.12,1.72
fancying,0.9542,,,,
fantastico,1,,,,
fauntleroy,0.9542,,,,
favourable,1,,,2.06,
fearlessly,0.9542,,,,2.03
fer,1,,,,
ferrara,1.5315,,,,
ferried,0.9542,,,1.48,
fertilizers,1.0414,7.67,2.33,1.07,
fervently,0.9542,,,1.68,1.87
fetishes,1.0414,,,,
feuds,0.9542,10.1741875,2.11,1.63,
fevered,0.9542,9.12,1.84,1.33,2.46
fewest,1,,,,
filament,1.2553,11.29,1.61,1.38,4.27
fillies,1,,,,
finches,1.1461,,,,
fining,0.9542,,,,
firestone,1.301,,,,
firetrap,1,,,,3.96
firework,0.9542,,,1.59,4.62
firings,1,,,,
firma,1.0414,,,,
fishbowl,1,,,,4.89
fishman,1.3222,,,,
fishnet,1.0792,,,,4.72
fishnets,1,,,,
fitter,0.9542,,,1.67,
fizzing,0.9542,,,,
fizzle,1.0414,8.56,1.93,,3.89
flab,1,,,,4.33
flamethrowers,1.0414,,,,
flathead,1.1139,9.53,1.54,,4.09
flattening,1.0414,6.788135,1.93,1.79,3.37
fletch,1.7243,,,,
flickers,1.0414,,,,
flintstone,1,,,,4.62
flirtations,0.9542,,,,
floaty,1.0414,,,,
flocked,1,6.993076344,2.34,1.73,
floe,1.0792,,,,
flossed,0.9542,,,,
flotsam,1.1461,,,1.58,
flout,1.0414,,,1.88,
fluoride,1.1139,9.67,2.27,,4.37
flurries,1.0414,,,,
flutters,0.9542,,,,
fluttery,1,,,,2.64
foetus,0.9542,,,1.16,
foist,0.9542,,,,
folksy,0.9542,,,,1.93
footpath,1.1761,7.72,2.03,1.21,4.79
footsies,0.9542,,,,
footstool,0.9542,6,1.87,,4.96
forcible,0.9542,,,1.64,2.43
forebears,1,14.07,1.5,1.72,
forestall,0.9542,,,1.99,
forewarned,0.9542,,,1.77,
forfeiting,1,,,,
fosters,1.0414,10.55935,2.17,1.87,
fourscore,1.0792,,,,3.08
fracturing,0.9542,,,1.48,
frailties,0.9542,,,,
fraternities,1.0414,12.95,2.24,,
freakiest,0.9542,,,,
freeloader,0.9542,10.94,2.33,,3.57
frenchwoman,1.0414,,,,
frisbees,0.9542,,,,
fuckwit,1.0414,,,,
fulcrum,1.0414,,,1.81,3.86
fulfills,0.9542,10.1609697,2.17,,
funnels,0.9542,8.329721212,2.44,,
funning,0.9542,,,,
furlongs,1.0792,,,0.6,
fussed,0.9542,,,1.48,
